Scenario,Method,RMSE_Mean,RMSE_Std
Interpolation,RBF,9675.781771749073,3728.9829008627585
Interpolation,Q Fixed,13145.341493021444,867.6611080938552
Interpolation,Q Variable,10214.409527058502,2992.6725168423513
Interpolation,NNGP Proxy,10311.782343419063,3168.029768850681
Interpolation,VQE Ansatz Kernel,2218.6903899267263,396.43406643668715
